Video,Frame,Persona,Articulación,X,Y,Confianza
1,55,1,8,1493.3341,817.5544,0.7129231
1,55,1,9,1477.4708,817.7858,0.76576066
1,55,1,10,1503.8394,823.008,0.3517212
1,55,1,11,0.0,0.0,0.0
1,55,1,12,1519.3522,817.43634,0.70625526
1,55,1,13,1550.973,817.41516,0.30130038
1,55,1,14,0.0,0.0,0.0
1,55,1,15,1487.9567,697.22205,0.9371619
1,55,1,16,1498.5232,697.28375,0.9027525
1,55,1,17,1477.5702,702.4926,0.78069085
1,55,1,18,1508.9757,702.57056,0.65958333
1,55,1,19,0.0,0.0,0.0
1,55,1,20,0.0,0.0,0.0
1,55,1,21,0.0,0.0,0.0
1,55,1,22,0.0,0.0,0.0
1,55,1,23,0.0,0.0,0.0
1,55,1,24,0.0,0.0,0.0
1,56,0,0,1006.00574,147.20312,0.3843024
1,56,0,1,948.6457,199.5372,0.9060884
1,56,0,2,974.7188,194.45734,0.9021012
1,56,0,3,1042.9447,157.64728,0.8938557
1,56,0,4,1074.2009,99.956635,0.90459746
1,56,0,5,927.66364,199.42972,0.8658717
1,56,0,6,875.31464,194.25594,0.4859798
1,56,0,7,885.7259,183.9472,0.52113163
1,56,0,8,927.5968,372.47208,0.8749936
1,56,0,9,943.1888,377.66464,0.89208555
1,56,0,10,948.5648,508.44696,0.9220892
1,56,0,11,937.8632,634.1973,0.8952103
1,56,0,12,906.8079,367.3147,0.8357641
1,56,0,13,932.83484,498.09128,0.8382994
1,56,0,14,927.57404,618.58685,0.76287735
1,56,0,15,995.741,142.0744,0.48720193
1,56,0,16,0.0,0.0,0.0
1,56,0,17,979.88794,152.351,0.93654025
1,56,0,18,938.05725,162.71011,0.11809398
1,56,0,19,964.22845,665.7075,0.30059794
1,56,0,20,969.4546,655.289,0.31642193
1,56,0,21,906.8361,634.1781,0.48702645
1,56,0,22,980.0196,670.9206,0.8388915
1,56,0,23,959.1265,671.05524,0.8183824
1,56,0,24,922.3026,644.7393,0.8300802
1,56,1,0,1488.2737,702.5515,0.92777294
1,56,1,1,1488.2583,739.0079,0.9463734
1,56,1,2,1456.681,738.9921,0.94463974
1,56,1,3,1461.9537,796.57574,0.89609736
1,56,1,4,1514.3553,807.2571,0.8730362
1,56,1,5,1524.6532,739.075,0.9399178
1,56,1,6,1535.17,796.6807,0.8520332
1,56,1,7,1524.6306,807.2285,0.5920143
1,56,1,8,1493.4567,822.755,0.748912
1,56,1,9,1477.4716,822.9658,0.7944095
1,56,1,10,1514.1434,828.0857,0.30136797
1,56,1,11,0.0,0.0,0.0
1,56,1,12,1519.6091,817.8246,0.7588877
1,56,1,13,1561.2493,817.78467,0.30911183
1,56,1,14,0.0,0.0,0.0
1,56,1,15,1487.9022,697.131,0.95299697
1,56,1,16,1498.5325,697.1984,0.9325711
1,56,1,17,1477.4998,702.4497,0.7465071
1,56,1,18,1514.1257,702.5632,0.80422986
1,56,1,19,0.0,0.0,0.0
1,56,1,20,0.0,0.0,0.0
1,56,1,21,0.0,0.0,0.0
1,56,1,22,0.0,0.0,0.0
1,56,1,23,0.0,0.0,0.0
1,56,1,24,0.0,0.0,0.0
1,56,2,0,1860.0665,801.78345,0.92964864
1,56,2,1,0.0,0.0,0.0
1,56,2,2,0.0,0.0,0.0
1,56,2,3,0.0,0.0,0.0
1,56,2,4,0.0,0.0,0.0
1,56,2,5,0.0,0.0,0.0
1,56,2,6,0.0,0.0,0.0
1,56,2,7,0.0,0.0,0.0
1,56,2,8,0.0,0.0,0.0
1,56,2,9,0.0,0.0,0.0
1,56,2,10,0.0,0.0,0.0
1,56,2,11,0.0,0.0,0.0
1,56,2,12,0.0,0.0,0.0
1,56,2,13,0.0,0.0,0.0
1,56,2,14,0.0,0.0,0.0
1,56,2,15,0.0,0.0,0.0
1,56,2,16,1912.392,770.55994,0.93137103
1,56,2,17,0.0,0.0,0.0
1,56,2,18,1912.63,801.7876,0.16191831
1,56,2,19,0.0,0.0,0.0
1,56,2,20,0.0,0.0,0.0
1,56,2,21,0.0,0.0,0.0
1,56,2,22,0.0,0.0,0.0
1,56,2,23,0.0,0.0,0.0
1,56,2,24,0.0,0.0,0.0
1,57,0,0,1498.5822,712.8311,0.8862954
1,57,0,1,1493.1783,744.2102,0.92232156
1,57,0,2,1467.0685,744.30426,0.8846385
1,57,0,3,1467.0625,796.7111,0.8535978
1,57,0,4,1514.0686,812.2944,0.8697956
1,57,0,5,1519.618,739.24207,0.8994181
1,57,0,6,1530.0295,791.5279,0.8367083
1,57,0,7,1529.8447,807.2465,0.5533213
1,57,0,8,1498.5682,817.8282,0.66774994
1,57,0,9,1482.6608,822.8791,0.72300494
1,57,0,10,1514.2386,828.1087,0.2781965
1,57,0,11,0.0,0.0,0.0
1,57,0,12,1519.6226,817.65,0.693542
1,57,0,13,1556.1943,817.82495,0.26231313
1,57,0,14,0.0,0.0,0.0
1,57,0,15,1493.1488,702.4964,0.9226323
1,57,0,16,1508.844,702.4994,0.88480496
1,57,0,17,1482.6984,712.7301,0.8774143
1,57,0,18,1514.1832,712.7901,0.41769016
1,57,0,19,0.0,0.0,0.0
1,57,0,20,0.0,0.0,0.0
1,57,0,21,0.0,0.0,0.0
1,57,0,22,0.0,0.0,0.0
1,57,0,23,0.0,0.0,0.0
1,57,0,24,0.0,0.0,0.0
1,57,1,0,995.65015,105.25544,0.35152173
1,57,1,1,948.46936,173.47583,0.90161663
1,57,1,2,964.41174,173.3215,0.87893444
1,57,1,3,1037.542,115.82907,0.8789466
1,57,1,4,1069.2107,58.380497,0.88104516
1,57,1,5,927.6371,173.48384,0.83680725
1,57,1,6,1021.93353,136.6671,0.657966
1,57,1,7,1053.3904,84.40944,0.58102626
1,57,1,8,922.46924,351.38177,0.8702276
1,57,1,9,938.0375,351.53888,0.8917313
1,57,1,10,943.3538,482.3532,0.948859
1,57,1,11,927.68207,608.14514,0.86402726
1,57,1,12,906.7876,346.34976,0.82440567
1,57,1,13,932.6277,477.32693,0.8663089
1,57,1,14,922.3307,602.9891,0.7965162
1,57,1,15,985.37634,105.13249,0.43289137
1,57,1,16,0.0,0.0,0.0
1,57,1,17,974.5399,121.05151,0.8137032
1,57,1,18,932.67236,131.43459,0.094354026
1,57,1,19,969.3952,655.0999,0.35328257
1,57,1,20,969.5512,644.67896,0.3695012
1,57,1,21,906.6036,618.49176,0.49619114
1,57,1,22,980.07697,650.13495,0.805502
1,57,1,23,953.9418,655.24,0.7970991
1,57,1,24,911.9932,623.7439,0.77605313
1,57,2,0,0.0,0.0,0.0
1,57,2,1,1912.58,1048.032,0.07604694
1,57,2,2,0.0,0.0,0.0
1,57,2,3,0.0,0.0,0.0
1,57,2,4,0.0,0.0,0.0
1,57,2,5,1859.893,1053.2125,0.4758695
1,57,2,6,1744.6743,1346.6833,0.09037032
1,57,2,7,0.0,0.0,0.0
1,57,2,8,0.0,0.0,0.0
1,57,2,9,0.0,0.0,0.0
1,57,2,10,0.0,0.0,0.0
1,57,2,11,0.0,0.0,0.0
1,57,2,12,0.0,0.0,0.0
1,57,2,13,0.0,0.0,0.0
1,57,2,14,0.0,0.0,0.0
1,57,2,15,0.0,0.0,0.0
1,57,2,16,0.0,0.0,0.0
1,57,2,17,0.0,0.0,0.0
1,57,2,18,0.0,0.0,0.0
1,57,2,19,0.0,0.0,0.0
1,57,2,20,0.0,0.0,0.0
1,57,2,21,0.0,0.0,0.0
1,57,2,22,0.0,0.0,0.0
1,57,2,23,0.0,0.0,0.0
1,57,2,24,0.0,0.0,0.0
1,57,3,0,1865.3044,796.6646,0.8910604
1,57,3,1,0.0,0.0,0.0
1,57,3,2,0.0,0.0,0.0
1,57,3,3,0.0,0.0,0.0
1,57,3,4,0.0,0.0,0.0
1,57,3,5,0.0,0.0,0.0
1,57,3,6,0.0,0.0,0.0
1,57,3,7,0.0,0.0,0.0
1,57,3,8,0.0,0.0,0.0
1,57,3,9,0.0,0.0,0.0
1,57,3,10,0.0,0.0,0.0
1,57,3,11,0.0,0.0,0.0
1,57,3,12,0.0,0.0,0.0
1,57,3,13,0.0,0.0,0.0
1,57,3,14,0.0,0.0,0.0
1,57,3,15,0.0,0.0,0.0
1,57,3,16,1912.455,770.58575,0.9882613
1,57,3,17,0.0,0.0,0.0
1,57,3,18,1912.6349,807.1021,0.1928593
1,57,3,19,0.0,0.0,0.0
1,57,3,20,0.0,0.0,0.0
1,57,3,21,0.0,0.0,0.0
1,57,3,22,0.0,0.0,0.0
1,57,3,23,0.0,0.0,0.0
1,57,3,24,0.0,0.0,0.0
1,58,0,0,985.4045,73.90495,0.11804985
1,58,0,1,943.2949,157.60541,0.88752043
1,58,0,2,964.1269,147.15773,0.9024884
1,58,0,3,1022.05914,99.96076,0.9393614
1,58,0,4,1069.1946,37.093857,0.83790255
1,58,0,5,922.42975,162.73883,0.8504238
1,58,0,6,980.0422,120.97725,0.58560044
1,58,0,7,1011.4084,63.205532,0.6225805
1,58,0,8,922.3011,325.35474,0.8612042
1,58,0,9,937.8976,330.47562,0.8865171
1,58,0,10,938.2379,461.56482,0.90981746
1,58,0,11,927.4614,592.4,0.86271936
1,58,0,12,906.6564,325.15826,0.85523546
1,58,0,13,927.4341,456.14307,0.81926996
1,58,0,14,911.9401,576.6222,0.7639398
1,58,0,15,985.2854,74.01382,0.19699103
1,58,0,16,0.0,0.0,0.0
1,58,0,17,974.52594,99.9935,0.7015888
1,58,0,18,932.66364,110.48912,0.14004199
1,58,0,19,953.66626,629.0746,0.30521554
1,58,0,20,958.8758,618.53436,0.2733449
1,58,0,21,901.30365,587.21423,0.5033455
1,58,0,22,969.44434,634.1427,0.8025049
1,58,0,23,948.68384,634.24176,0.81386626
1,58,0,24,906.83496,602.89325,0.81793433
1,58,1,0,1493.472,712.9479,0.8799671
1,58,1,1,1493.2438,739.26166,0.9163243
1,58,1,2,1472.199,744.2565,0.8642987
1,58,1,3,1467.1919,796.6104,0.84671724
1,58,1,4,1509.1204,812.2028,0.87908167
1,58,1,5,1519.6572,739.19507,0.8979539
1,58,1,6,1529.946,786.2685,0.8345394
1,58,1,7,1529.8568,807.056,0.59469754
1,58,1,8,1498.6704,817.44653,0.66336155
1,58,1,9,1482.7931,817.71454,0.718487
1,58,1,10,1514.0778,822.9548,0.31327623
1,58,1,11,1519.4469,822.91516,0.060556166
1,58,1,12,1519.6499,812.45605,0.68120223
1,58,1,13,1545.6857,812.58167,0.25230217
1,58,1,14,0.0,0.0,0.0
1,58,1,15,1488.2133,707.5418,0.90766704
1,58,1,16,1503.6637,707.5659,0.86711097
1,58,1,17,1482.7413,712.98236,0.79706544
1,58,1,18,1514.0929,712.9923,0.59743565
1,58,1,19,0.0,0.0,0.0
1,58,1,20,0.0,0.0,0.0
1,58,1,21,0.0,0.0,0.0
1,58,1,22,1524.6873,854.04614,0.050579123
1,58,1,23,0.0,0.0,0.0
1,58,1,24,0.0,0.0,0.0
1,58,2,0,1870.4686,796.634,0.8510845
1,58,2,1,0.0,0.0,0.0
1,58,2,2,0.0,0.0,0.0
1,58,2,3,0.0,0.0,0.0
1,58,2,4,0.0,0.0,0.0
1,58,2,5,0.0,0.0,0.0
1,58,2,6,0.0,0.0,0.0
1,58,2,7,0.0,0.0,0.0
1,58,2,8,0.0,0.0,0.0
1,58,2,9,0.0,0.0,0.0
1,58,2,10,0.0,0.0,0.0
1,58,2,11,0.0,0.0,0.0
1,58,2,12,0.0,0.0,0.0
1,58,2,13,0.0,0.0,0.0
1,58,2,14,0.0,0.0,0.0
1,58,2,15,0.0,0.0,0.0
1,58,2,16,1912.501,770.6163,1.0056897
1,58,2,17,0.0,0.0,0.0
1,58,2,18,1912.6373,807.01166,0.20675631
1,58,2,19,0.0,0.0,0.0
1,58,2,20,0.0,0.0,0.0
1,58,2,21,0.0,0.0,0.0
1,58,2,22,0.0,0.0,0.0
1,58,2,23,0.0,0.0,0.0
1,58,2,24,0.0,0.0,0.0
1,59,0,0,985.1047,63.448124,0.20620936
1,59,0,1,943.1793,141.86063,0.9087523
1,59,0,2,953.9455,136.59474,0.87412375
1,59,0,3,1016.8061,73.8868,0.882784
1,59,0,4,1063.7217,10.834257,0.8792759
1,59,0,5,922.2946,147.01823,0.8421897
1,59,0,6,974.7996,99.90497,0.5196265
1,59,0,7,980.045,57.963078,0.543634
1,59,0,8,916.9863,314.60214,0.8718704
1,59,0,9,932.77594,314.74594,0.88884205
1,59,0,10,937.9742,450.81653,0.89415324
1,59,0,11,922.229,576.818,0.8121977
1,59,0,12,901.4242,309.5729,0.8652126
1,59,0,13,922.4432,440.58975,0.8639051
1,59,0,14,911.88763,576.53723,0.819358
1,59,0,15,979.95514,63.556156,0.2859788
1,59,0,16,0.0,0.0,0.0
1,59,0,17,964.13544,84.20047,0.7073721
1,59,0,18,927.5059,99.9582,0.095943995
1,59,0,19,953.9155,628.9908,0.38742203
1,59,0,20,953.86395,613.38873,0.3643855
1,59,0,21,901.3387,592.23096,0.51392317
1,59,0,22,969.3503,623.8204,0.77044445
1,59,0,23,948.51685,623.88306,0.7637808
1,59,0,24,906.66296,592.46204,0.74388194
1,59,1,0,1493.3661,712.9319,0.9259732
1,59,1,1,1493.2612,744.2521,0.9188323
1,59,1,2,1466.9445,744.26,0.90495795
1,59,1,3,1467.1195,801.80304,0.8883903
1,59,1,4,1514.2327,812.29913,0.9118661
1,59,1,5,1524.6923,744.1619,0.92084056
1,59,1,6,1535.0989,791.5059,0.83592343
1,59,1,7,1529.947,807.15967,0.58029133
1,59,1,8,1498.6511,822.7477,0.6164349
1,59,1,9,1482.721,822.9469,0.6840452
1,59,1,10,1503.8378,833.27484,0.18492514
1,59,1,11,0.0,0.0,0.0
1,59,1,12,1524.5841,817.7678,0.6403534
1,59,1,13,1550.9459,817.7365,0.16469002
1,59,1,14,0.0,0.0,0.0
1,59,1,15,1488.0817,707.50336,0.9416987
1,59,1,16,1503.6765,707.5401,0.9173032
1,59,1,17,1482.598,712.8969,0.7928426
1,59,1,18,1514.3011,712.92413,0.76517713
1,59,1,19,0.0,0.0,0.0
1,59,1,20,0.0,0.0,0.0
1,59,1,21,0.0,0.0,0.0
1,59,1,22,0.0,0.0,0.0
1,59,1,23,0.0,0.0,0.0
1,59,1,24,0.0,0.0,0.0
1,59,2,0,0.0,0.0,0.0
1,59,2,1,1912.5981,1053.1659,0.09290135
1,59,2,2,0.0,0.0,0.0
1,59,2,3,0.0,0.0,0.0
1,59,2,4,0.0,0.0,0.0
1,59,2,5,1849.4077,1058.6189,0.61235255
1,59,2,6,1776.2245,1310.0168,0.122367896
1,59,2,7,0.0,0.0,0.0
1,59,2,8,0.0,0.0,0.0
1,59,2,9,0.0,0.0,0.0
1,59,2,10,0.0,0.0,0.0
1,59,2,11,0.0,0.0,0.0
1,59,2,12,0.0,0.0,0.0
1,59,2,13,0.0,0.0,0.0
1,59,2,14,0.0,0.0,0.0
1,59,2,15,0.0,0.0,0.0
1,59,2,16,0.0,0.0,0.0
1,59,2,17,0.0,0.0,0.0
1,59,2,18,0.0,0.0,0.0
1,59,2,19,0.0,0.0,0.0
1,59,2,20,0.0,0.0,0.0
1,59,2,21,0.0,0.0,0.0
1,59,2,22,0.0,0.0,0.0
1,59,2,23,0.0,0.0,0.0
1,59,2,24,0.0,0.0,0.0
1,59,3,0,1875.6484,796.6092,0.79922533
1,59,3,1,0.0,0.0,0.0
1,59,3,2,0.0,0.0,0.0
1,59,3,3,0.0,0.0,0.0
1,59,3,4,0.0,0.0,0.0
1,59,3,5,0.0,0.0,0.0
1,59,3,6,0.0,0.0,0.0
1,59,3,7,0.0,0.0,0.0
1,59,3,8,0.0,0.0,0.0
1,59,3,9,0.0,0.0,0.0
1,59,3,10,0.0,0.0,0.0
1,59,3,11,0.0,0.0,0.0
1,59,3,12,0.0,0.0,0.0
1,59,3,13,0.0,0.0,0.0
1,59,3,14,0.0,0.0,0.0
1,59,3,15,0.0,0.0,0.0
1,59,3,16,1912.5248,775.6428,0.98529184
1,59,3,17,0.0,0.0,0.0
1,59,3,18,1912.6389,806.98047,0.26520786
1,59,3,19,0.0,0.0,0.0
1,59,3,20,0.0,0.0,0.0
1,59,3,21,0.0,0.0,0.0
1,59,3,22,0.0,0.0,0.0
1,59,3,23,0.0,0.0,0.0
1,59,3,24,0.0,0.0,0.0
1,60,0,0,985.39233,52.885395,0.2746382
1,60,0,1,943.33545,131.52632,0.8938315
1,60,0,2,953.79846,126.08414,0.9001691
1,60,0,3,1011.3955,63.260296,0.88928646
1,60,0,4,1042.8121,10.81661,0.57594764
1,60,0,5,927.7219,136.68207,0.7826975
1,60,0,6,974.781,73.89144,0.442931
1,60,0,7,995.6634,10.888808,0.32198578
1,60,0,8,911.88275,299.1394,0.8469438
1,60,0,9,922.4516,304.20465,0.87411636
1,60,0,10,937.93066,435.38937,0.9181065
1,60,0,11,911.93884,566.2851,0.8460649
1,60,0,12,906.5026,298.8997,0.8088963
1,60,0,13,922.3323,435.29993,0.8757447
1,60,0,14,906.5762,566.05835,0.8413915
1,60,0,15,985.06177,58.00715,0.40052786
1,60,0,16,0.0,0.0,0.0
1,60,0,17,964.20056,73.76197,0.7944592
1,60,0,18,0.0,0.0,0.0
1,60,0,19,948.67645,618.50995,0.39730456
1,60,0,20,948.58167,607.9788,0.39600325
1,60,0,21,891.00244,576.6723,0.49687493
1,60,0,22,959.1502,613.49603,0.7968055
1,60,0,23,938.23193,618.4593,0.78882277
1,60,0,24,901.44916,581.8082,0.7499365
1,60,1,0,1493.362,717.9638,0.9083808
1,60,1,1,1493.4161,744.33673,0.90803635
1,60,1,2,1472.1738,744.27216,0.89425963
1,60,1,3,1472.3063,796.6148,0.8337461
1,60,1,4,1509.1022,812.09796,0.8334661
1,60,1,5,1524.7424,744.3233,0.9039984
1,60,1,6,1535.09,796.58563,0.77861667
1,60,1,7,1519.3906,802.0319,0.5090989
1,60,1,8,1498.6545,822.704,0.4387229
1,60,1,9,1482.8636,822.8639,0.49716124
1,60,1,10,0.0,0.0,0.0
1,60,1,11,0.0,0.0,0.0
1,60,1,12,1519.6344,817.7751,0.4433047
1,60,1,13,1540.5437,822.78656,0.0886134
1,60,1,14,0.0,0.0,0.0
1,60,1,15,1488.1327,707.61993,0.9226333
1,60,1,16,1503.633,707.6932,0.89365226
1,60,1,17,1482.6927,717.9654,0.71878207
1,60,1,18,1514.2683,718.01965,0.76808375
1,60,1,19,0.0,0.0,0.0
1,60,1,20,0.0,0.0,0.0
1,60,1,21,0.0,0.0,0.0
1,60,1,22,0.0,0.0,0.0
1,60,1,23,0.0,0.0,0.0
1,60,1,24,0.0,0.0,0.0
1,60,2,0,0.0,0.0,0.0
1,60,2,1,1912.5398,1063.6194,0.26796117
1,60,2,2,1865.1139,1063.9421,0.38430205
1,60,2,3,0.0,0.0,0.0
1,60,2,4,0.0,0.0,0.0
1,60,2,5,1849.5293,1058.4869,0.41777456
1,60,2,6,0.0,0.0,0.0
1,60,2,7,0.0,0.0,0.0
1,60,2,8,0.0,0.0,0.0
1,60,2,9,0.0,0.0,0.0
1,60,2,10,0.0,0.0,0.0
1,60,2,11,0.0,0.0,0.0
1,60,2,12,0.0,0.0,0.0
1,60,2,13,0.0,0.0,0.0
1,60,2,14,0.0,0.0,0.0
1,60,2,15,0.0,0.0,0.0
1,60,2,16,0.0,0.0,0.0
1,60,2,17,1912.5039,791.4801,0.4959641
1,60,2,18,1912.6425,812.2485,0.11341209
1,60,2,19,0.0,0.0,0.0
1,60,2,20,0.0,0.0,0.0
1,60,2,21,0.0,0.0,0.0
1,60,2,22,0.0,0.0,0.0
1,60,2,23,0.0,0.0,0.0
1,60,2,24,0.0,0.0,0.0
1,60,3,0,1912.5815,791.4044,0.32515463
1,60,3,1,0.0,0.0,0.0
1,60,3,2,1865.1139,1063.9421,0.38430205
1,60,3,3,0.0,0.0,0.0
1,60,3,4,0.0,0.0,0.0
1,60,3,5,0.0,0.0,0.0
1,60,3,6,0.0,0.0,0.0
1,60,3,7,0.0,0.0,0.0
1,60,3,8,0.0,0.0,0.0
1,60,3,9,0.0,0.0,0.0
1,60,3,10,0.0,0.0,0.0
1,60,3,11,0.0,0.0,0.0
1,60,3,12,0.0,0.0,0.0
1,60,3,13,0.0,0.0,0.0
1,60,3,14,0.0,0.0,0.0
1,60,3,15,1912.5944,775.5969,0.451895
1,60,3,16,1912.6294,775.6158,0.27318856
1,60,3,17,1912.5039,791.4801,0.4959641
1,60,3,18,0.0,0.0,0.0
1,60,3,19,0.0,0.0,0.0
1,60,3,20,0.0,0.0,0.0
1,60,3,21,0.0,0.0,0.0
1,60,3,22,0.0,0.0,0.0
1,60,3,23,0.0,0.0,0.0
1,60,3,24,0.0,0.0,0.0
1,61,0,0,0.0,0.0,0.0
1,61,0,1,938.2229,126.322716,0.87836576
1,61,0,2,948.6898,110.5941,0.8840085
1,61,0,3,1006.0282,52.914967,0.8240059
1,61,0,4,1021.77496,10.823784,0.53261465
1,61,0,5,922.34344,136.49214,0.81178313
1,61,0,6,974.60254,79.10033,0.3970727
1,61,0,7,0.0,0.0,0.0
1,61,0,8,906.74817,293.95923,0.8460237
1,61,0,9,922.33105,298.97113,0.8496459
1,61,0,10,932.6811,435.1625,0.89306515
1,61,0,11,906.65375,561.0944,0.845552
1,61,0,12,901.2669,293.75766,0.80251765
1,61,0,13,922.32025,435.1519,0.87053645
1,61,0,14,906.51306,561.08594,0.8390226
1,61,0,15,0.0,0.0,0.0
1,61,0,16,0.0,0.0,0.0
1,61,0,17,953.9062,68.65976,0.7181554
1,61,0,18,917.12274,94.70109,0.18636797
1,61,0,19,948.5774,618.45074,0.41294307
1,61,0,20,943.4287,603.0151,0.39626038
1,61,0,21,891.06885,576.6858,0.49327332
1,61,0,22,953.7577,613.3348,0.7102715
1,61,0,23,938.0213,613.32684,0.72344863
1,61,0,24,896.19855,576.5928,0.7621639
1,61,1,0,1498.4803,723.2003,0.8756517
1,61,1,1,1498.3745,744.27014,0.90997475
1,61,1,2,1477.5084,744.3481,0.88094753
1,61,1,3,1477.3607,796.48566,0.82330686
1,61,1,4,1508.9435,807.23566,0.797028
1,61,1,5,1524.6759,744.23315,0.8953802
1,61,1,6,1530.1252,786.3512,0.7770359
1,61,1,7,1524.6484,802.02075,0.54629165
1,61,1,8,1503.7454,817.3984,0.49657857
1,61,1,9,1487.8704,817.5846,0.54113513
1,61,1,10,1503.8647,817.87823,0.16155231
1,61,1,11,0.0,0.0,0.0
1,61,1,12,1524.505,812.5207,0.5056276
1,61,1,13,1535.4094,817.3904,0.15454055
1,61,1,14,0.0,0.0,0.0
1,61,1,15,1493.1151,712.9327,0.88456935
1,61,1,16,1503.7942,712.99567,0.85772055
1,61,1,17,1482.9583,718.23474,0.76780325
1,61,1,18,1514.3098,718.19476,0.656391
1,61,1,19,0.0,0.0,0.0
1,61,1,20,0.0,0.0,0.0
1,61,1,21,0.0,0.0,0.0
1,61,1,22,0.0,0.0,0.0
1,61,1,23,0.0,0.0,0.0
1,61,1,24,0.0,0.0,0.0
1,62,0,0,0.0,0.0,0.0
1,62,0,1,932.9242,126.23583,0.88026947
1,62,0,2,948.40283,110.49809,0.9003247
1,62,0,3,1006.08264,52.70942,0.78441554
1,62,0,4,1021.76624,10.827352,0.5257231
1,62,0,5,911.99854,131.57455,0.8298349
1,62,0,6,969.56244,94.65849,0.42164788
1,62,0,7,0.0,0.0,0.0
1,62,0,8,906.54834,298.9085,0.8649373
1,62,0,9,917.20123,299.01358,0.85193074
1,62,0,10,932.6228,435.13644,0.904871
1,62,0,11,901.5925,560.88477,0.86905193
1,62,0,12,896.1832,293.77548,0.81100374
1,62,0,13,917.0111,435.112,0.87365663
1,62,0,14,901.4077,555.76184,0.85164094
1,62,0,15,0.0,0.0,0.0
1,62,0,16,0.0,0.0,0.0
1,62,0,17,953.8589,73.70093,0.7713804
1,62,0,18,922.37134,84.26105,0.18169238
1,62,0,19,938.12146,608.18054,0.39628243
1,62,0,20,932.8382,602.7065,0.35853735
1,62,0,21,885.77673,566.3395,0.5181979
1,62,0,22,938.1357,608.1681,0.7529147
1,62,0,23,927.68646,608.1129,0.7734218
1,62,0,24,891.0516,571.3851,0.79855466
1,62,1,0,1503.7632,718.10834,0.8983813
1,62,1,1,1493.4783,744.43396,0.9039537
1,62,1,2,1472.2936,744.382,0.90760636
1,62,1,3,1472.3428,801.70184,0.87248653
1,62,1,4,1514.3226,812.3259,0.8809126
1,62,1,5,1524.792,744.40607,0.9060148
1,62,1,6,1535.1113,791.52466,0.798299
1,62,1,7,1529.8939,807.1706,0.5028671
1,62,1,8,1498.7101,822.8044,0.567871
1,62,1,9,1482.8254,822.9983,0.625777
1,62,1,10,1514.1052,828.1119,0.15655662
1,62,1,11,0.0,0.0,0.0
1,62,1,12,1524.5629,817.81354,0.59297967
1,62,1,13,1556.097,817.77673,0.15323666
1,62,1,14,0.0,0.0,0.0
1,62,1,15,1493.3302,707.7533,0.9102793
1,62,1,16,1509.1372,712.719,0.8974922
1,62,1,17,1482.8638,718.00244,0.8496522
1,62,1,18,1519.3871,718.04407,0.5906064
1,62,1,19,0.0,0.0,0.0
1,62,1,20,0.0,0.0,0.0
1,62,1,21,0.0,0.0,0.0
1,62,1,22,0.0,0.0,0.0
1,62,1,23,0.0,0.0,0.0
1,62,1,24,0.0,0.0,0.0
1,62,2,0,990.49976,100.01027,0.16703032
1,62,2,1,0.0,0.0,0.0
1,62,2,2,948.40283,110.49809,0.9003247
1,62,2,3,0.0,0.0,0.0
1,62,2,4,0.0,0.0,0.0
1,62,2,5,0.0,0.0,0.0
1,62,2,6,0.0,0.0,0.0
1,62,2,7,0.0,0.0,0.0
1,62,2,8,0.0,0.0,0.0
1,62,2,9,0.0,0.0,0.0
1,62,2,10,0.0,0.0,0.0
1,62,2,11,0.0,0.0,0.0
1,62,2,12,0.0,0.0,0.0
1,62,2,13,0.0,0.0,0.0
1,62,2,14,0.0,0.0,0.0
1,62,2,15,980.04645,73.94166,0.22154455
1,62,2,16,0.0,0.0,0.0
1,62,2,17,953.8589,73.70093,0.7713804
1,62,2,18,0.0,0.0,0.0
1,62,2,19,0.0,0.0,0.0
1,62,2,20,0.0,0.0,0.0
1,62,2,21,0.0,0.0,0.0
1,62,2,22,0.0,0.0,0.0
1,62,2,23,0.0,0.0,0.0
1,62,2,24,0.0,0.0,0.0
1,63,0,0,0.0,0.0,0.0
1,63,0,1,927.6461,131.45555,0.90154934
1,63,0,2,943.47394,120.92457,0.8785259
1,63,0,3,1001.06213,58.147514,0.8153201
1,63,0,4,1027.2625,10.8091545,0.58201265
1,63,0,5,906.5807,136.60022,0.8864835
1,63,0,6,0.0,0.0,0.0
1,63,0,7,0.0,0.0,0.0
1,63,0,8,901.5239,299.17105,0.88530225
1,63,0,9,916.98975,304.18576,0.8685574
1,63,0,10,927.56146,435.27197,0.91512376
1,63,0,11,896.35095,566.2181,0.8918169
1,63,0,12,891.0794,298.99774,0.8071605
1,63,0,13,912.0192,435.19803,0.86911356
1,63,0,14,896.30316,561.0797,0.790248
1,63,0,15,0.0,0.0,0.0
1,63,0,16,0.0,0.0,0.0
1,63,0,17,953.78125,73.814415,0.8285763
1,63,0,18,922.1947,79.06554,0.24071342
1,63,0,19,938.0404,618.51385,0.3700436
1,63,0,20,932.8464,602.9871,0.35222286
1,63,0,21,880.49786,571.53235,0.43289796
1,63,0,22,938.11426,613.50336,0.79507667
1,63,0,23,922.39844,613.4921,0.79702926
1,63,0,24,885.69055,576.70074,0.80258125
1,63,1,0,1508.9801,718.176,0.9175772
1,63,1,1,1493.5171,749.635,0.8901836
1,63,1,2,1472.3727,749.4246,0.9047533
1,63,1,3,1472.2998,796.7916,0.8729907
1,63,1,4,1519.471,812.26544,0.8924146
