Video,Frame,Persona,Articulación,X,Y,Confianza
1,0,4,12,0.0,0.0,0.0
1,0,4,13,0.0,0.0,0.0
1,0,4,14,0.0,0.0,0.0
1,0,4,15,0.0,0.0,0.0
1,0,4,16,1854.7174,723.33765,0.9546263
1,0,4,17,0.0,0.0,0.0
1,0,4,18,1912.601,759.98926,0.35599437
1,0,4,19,0.0,0.0,0.0
1,0,4,20,0.0,0.0,0.0
1,0,4,21,0.0,0.0,0.0
1,0,4,22,0.0,0.0,0.0
1,0,4,23,0.0,0.0,0.0
1,0,4,24,0.0,0.0,0.0
1,1,0,0,0.0,0.0,0.0
1,1,0,1,1048.1619,230.83546,0.92824095
1,1,0,2,1079.4121,225.75041,0.91287524
1,1,0,3,1136.9739,236.30649,0.8212203
1,1,0,4,1189.4535,236.26376,0.9310215
1,1,0,5,1021.76807,231.09262,0.9110473
1,1,0,6,985.3642,319.96014,0.4519104
1,1,0,7,1016.66943,356.75912,0.1702642
1,1,0,8,1021.91296,403.67935,0.8880628
1,1,0,9,1048.0404,403.82404,0.8496278
1,1,0,10,1063.6431,550.5873,0.9092538
1,1,0,11,1032.2065,691.9537,0.8914705
1,1,0,12,995.60986,398.70392,0.84564406
1,1,0,13,1026.9546,545.25287,0.9145344
1,1,0,14,1016.7187,676.3113,0.8352999
1,1,0,15,0.0,0.0,0.0
1,1,0,16,0.0,0.0,0.0
1,1,0,17,1095.3442,188.87154,0.7768652
1,1,0,18,1037.5103,183.75981,0.3001207
1,1,0,19,1047.9946,733.89685,0.3367374
1,1,0,20,1032.4077,728.4439,0.28806883
1,1,0,21,995.7961,691.9285,0.61129963
1,1,0,22,1058.562,739.09283,0.7914537
1,1,0,23,1053.4277,738.9961,0.83232117
1,1,0,24,1021.7198,707.5249,0.806628
1,1,1,0,1482.6628,660.45624,0.95250034
1,1,1,1,1477.6871,691.9484,0.9593617
1,1,1,2,1446.0085,692.0387,0.97697985
1,1,1,3,1446.0266,744.3285,0.9655867
1,1,1,4,1488.1995,754.6426,0.87451243
1,1,1,5,1508.991,691.8888,0.8907659
1,1,1,6,1524.5392,749.4343,0.90007466
1,1,1,7,1493.2598,749.4343,0.64004725
1,1,1,8,1477.7081,770.4164,0.63252014
1,1,1,9,1456.5865,770.6007,0.6458724
1,1,1,10,1477.5121,775.6934,0.2499554
1,1,1,11,1482.7515,786.133,0.067806944
1,1,1,12,1498.5066,770.41016,0.6383075
1,1,1,13,1524.6603,770.4433,0.23931667
1,1,1,14,0.0,0.0,0.0
1,1,1,15,1472.4819,650.2215,0.9510532
1,1,1,16,1487.9423,655.0871,0.99105394
1,1,1,17,1456.7853,660.3466,0.819563
1,1,1,18,1493.502,660.34595,0.76502913
1,1,1,19,0.0,0.0,0.0
1,1,1,20,0.0,0.0,0.0
1,1,1,21,0.0,0.0,0.0
1,1,1,22,0.0,0.0,0.0
1,1,1,23,0.0,0.0,0.0
1,1,1,24,0.0,0.0,0.0
1,1,2,0,0.0,0.0,0.0
1,1,2,1,0.0,0.0,0.0
1,1,2,2,0.0,0.0,0.0
1,1,2,3,0.0,0.0,0.0
1,1,2,4,0.0,0.0,0.0
1,1,2,5,1912.4808,932.794,0.58765835
1,1,2,6,1624.1683,1142.422,0.39242867
1,1,2,7,1367.6011,1262.8568,0.14609149
1,1,2,8,0.0,0.0,0.0
1,1,2,9,0.0,0.0,0.0
1,1,2,10,0.0,0.0,0.0
1,1,2,11,0.0,0.0,0.0
1,1,2,12,0.0,0.0,0.0
1,1,2,13,0.0,0.0,0.0
1,1,2,14,0.0,0.0,0.0
1,1,2,15,0.0,0.0,0.0
1,1,2,16,0.0,0.0,0.0
1,1,2,17,0.0,0.0,0.0
1,1,2,18,1912.6118,765.21686,0.29172823
1,1,2,19,0.0,0.0,0.0
1,1,2,20,0.0,0.0,0.0
1,1,2,21,0.0,0.0,0.0
1,1,2,22,0.0,0.0,0.0
1,1,2,23,0.0,0.0,0.0
1,1,2,24,0.0,0.0,0.0
1,1,3,0,1823.1572,754.64294,0.92249286
1,1,3,1,1912.6199,948.47424,0.0968961
1,1,3,2,0.0,0.0,0.0
1,1,3,3,0.0,0.0,0.0
1,1,3,4,0.0,0.0,0.0
1,1,3,5,1912.4808,932.794,0.58765835
1,1,3,6,0.0,0.0,0.0
1,1,3,7,0.0,0.0,0.0
1,1,3,8,0.0,0.0,0.0
1,1,3,9,0.0,0.0,0.0
1,1,3,10,0.0,0.0,0.0
1,1,3,11,0.0,0.0,0.0
1,1,3,12,0.0,0.0,0.0
1,1,3,13,0.0,0.0,0.0
1,1,3,14,0.0,0.0,0.0
1,1,3,15,0.0,0.0,0.0
1,1,3,16,1854.5735,728.64685,0.96634036
1,1,3,17,0.0,0.0,0.0
1,1,3,18,1912.6118,765.21686,0.29172823
1,1,3,19,0.0,0.0,0.0
1,1,3,20,0.0,0.0,0.0
1,1,3,21,0.0,0.0,0.0
1,1,3,22,0.0,0.0,0.0
1,1,3,23,0.0,0.0,0.0
1,1,3,24,0.0,0.0,0.0
1,1,4,0,1111.0007,199.39445,0.116083585
1,1,4,1,0.0,0.0,0.0
1,1,4,2,1079.4121,225.75041,0.91287524
1,1,4,3,0.0,0.0,0.0
1,1,4,4,0.0,0.0,0.0
1,1,4,5,0.0,0.0,0.0
1,1,4,6,0.0,0.0,0.0
1,1,4,7,0.0,0.0,0.0
1,1,4,8,0.0,0.0,0.0
1,1,4,9,0.0,0.0,0.0
1,1,4,10,0.0,0.0,0.0
1,1,4,11,0.0,0.0,0.0
1,1,4,12,0.0,0.0,0.0
1,1,4,13,0.0,0.0,0.0
1,1,4,14,0.0,0.0,0.0
1,1,4,15,1110.9188,188.91039,0.15628122
1,1,4,16,0.0,0.0,0.0
1,1,4,17,1095.3442,188.87154,0.7768652
1,1,4,18,0.0,0.0,0.0
1,1,4,19,0.0,0.0,0.0
1,1,4,20,0.0,0.0,0.0
1,1,4,21,0.0,0.0,0.0
1,1,4,22,0.0,0.0,0.0
1,1,4,23,0.0,0.0,0.0
1,1,4,24,0.0,0.0,0.0
1,2,0,0,1136.9817,246.76544,0.42184263
1,2,0,1,1058.3792,267.73373,0.9300131
1,2,0,2,1084.8142,267.53925,0.9060418
1,2,0,3,1142.4084,293.95236,0.7708712
1,2,0,4,1189.3472,314.87543,0.8871487
1,2,0,5,1021.94653,272.7953,0.89632905
1,2,0,6,985.3344,367.14676,0.44873646
1,2,0,7,1021.8122,398.56195,0.161656
1,2,0,8,1021.9867,440.64697,0.9043396
1,2,0,9,1048.0255,445.6467,0.86904126
1,2,0,10,1063.8113,592.2644,0.913727
1,2,0,11,1037.6407,733.84106,0.886357
1,2,0,12,995.8098,440.65247,0.851835
1,2,0,13,1027.2162,587.0525,0.91759026
1,2,0,14,1021.6888,723.2328,0.8805189
1,2,0,15,1137.0056,231.15965,0.4956735
1,2,0,16,0.0,0.0,0.0
1,2,0,17,1110.9086,230.82567,0.88784873
1,2,0,18,1047.9247,220.34181,0.15115418
1,2,0,19,1053.1974,760.0503,0.26217416
1,2,0,20,1048.1194,759.8767,0.21914941
1,2,0,21,995.9013,733.797,0.689883
1,2,0,22,1079.4679,775.67126,0.7409265
1,2,0,23,1063.859,775.6894,0.7674739
1,2,0,24,1026.98,744.3544,0.82321787
1,2,1,0,1482.6635,660.529,0.9482173
1,2,1,1,1477.6838,692.0001,0.9583093
1,2,1,2,1446.0149,692.1084,0.97097915
1,2,1,3,1446.0603,744.41797,0.9467019
1,2,1,4,1488.2202,754.75946,0.85948724
1,2,1,5,1508.9297,691.9353,0.8831447
1,2,1,6,1524.5029,749.39044,0.87172663
1,2,1,7,1498.4365,749.48364,0.5893103
1,2,1,8,1477.7257,770.41235,0.61464655
1,2,1,9,1456.6124,770.6258,0.6299476
1,2,1,10,1477.6385,775.6821,0.22281624
1,2,1,11,1482.8639,786.0974,0.062310733
1,2,1,12,1498.5311,770.37634,0.6144892
1,2,1,13,1524.677,770.35394,0.21258222
1,2,1,14,0.0,0.0,0.0
1,2,1,15,1472.4833,655.10284,0.9439479
1,2,1,16,1487.9379,655.1583,0.98688436
1,2,1,17,1456.8096,660.39606,0.80539423
1,2,1,18,1493.4893,660.4043,0.7595616
1,2,1,19,0.0,0.0,0.0
1,2,1,20,0.0,0.0,0.0
1,2,1,21,0.0,0.0,0.0
1,2,1,22,0.0,0.0,0.0
1,2,1,23,0.0,0.0,0.0
1,2,1,24,0.0,0.0,0.0
1,2,2,0,1823.1316,760.0265,0.9249905
1,2,2,1,1912.6212,953.8679,0.09836414
1,2,2,2,0.0,0.0,0.0
1,2,2,3,0.0,0.0,0.0
1,2,2,4,0.0,0.0,0.0
1,2,2,5,1912.4486,943.1739,0.5740765
1,2,2,6,1634.7659,1152.8914,0.37210727
1,2,2,7,1404.2114,1268.056,0.101296775
1,2,2,8,0.0,0.0,0.0
1,2,2,9,0.0,0.0,0.0
1,2,2,10,0.0,0.0,0.0
1,2,2,11,0.0,0.0,0.0
1,2,2,12,0.0,0.0,0.0
1,2,2,13,0.0,0.0,0.0
1,2,2,14,0.0,0.0,0.0
1,2,2,15,0.0,0.0,0.0
1,2,2,16,1849.5901,733.7423,0.9638957
1,2,2,17,0.0,0.0,0.0
1,2,2,18,1912.606,770.2984,0.37023383
1,2,2,19,0.0,0.0,0.0
1,2,2,20,0.0,0.0,0.0
1,2,2,21,0.0,0.0,0.0
1,2,2,22,0.0,0.0,0.0
1,2,2,23,0.0,0.0,0.0
1,2,2,24,0.0,0.0,0.0
1,3,0,0,1137.257,293.7414,0.51774836
1,3,0,1,1063.6659,314.88632,0.93612987
1,3,0,2,1095.1201,314.73038,0.93683594
1,3,0,3,1137.1954,372.4139,0.8447652
1,3,0,4,1184.2057,419.5337,0.8636484
1,3,0,5,1027.2903,314.8685,0.8799449
1,3,0,6,985.18207,429.93488,0.2561862
1,3,0,7,1001.07495,461.38348,0.09696134
1,3,0,8,1016.80145,487.48325,0.89540946
1,3,0,9,1037.6598,482.56204,0.87280947
1,3,0,10,1068.9222,634.19836,0.9128385
1,3,0,11,1053.1268,786.10394,0.8766251
1,3,0,12,990.604,487.56006,0.8483455
1,3,0,13,1032.2949,634.2381,0.9185657
1,3,0,14,1021.8189,770.4392,0.91351706
1,3,0,15,1142.1366,278.0434,0.5784365
1,3,0,16,0.0,0.0,0.0
1,3,0,17,1116.1915,272.9182,0.90306675
1,3,0,18,1053.2789,262.3946,0.10524735
1,3,0,19,1053.3953,801.8214,0.24630527
1,3,0,20,1048.14,796.58765,0.20637263
1,3,0,21,1006.04034,781.0999,0.7291816
1,3,0,22,1095.13,822.7753,0.77133805
1,3,0,23,1079.4392,822.89764,0.79744464
1,3,0,24,1032.5303,801.73865,0.8132365
1,3,1,0,1482.6669,660.5406,0.9543364
1,3,1,1,1477.6893,692.1127,0.9570004
1,3,1,2,1445.984,697.0598,0.97563034
1,3,1,3,1446.0674,749.45496,0.94564205
1,3,1,4,1493.2412,759.97375,0.8843537
1,3,1,5,1509.0106,691.96716,0.8988246
1,3,1,6,1524.571,749.52814,0.87982446
1,3,1,7,1498.5615,754.73236,0.57240355
1,3,1,8,1482.7058,775.5838,0.67413926
1,3,1,9,1456.6299,775.80066,0.6952544
1,3,1,10,1477.6229,780.7867,0.23758271
1,3,1,11,1482.8822,791.3803,0.060402676
1,3,1,12,1503.7081,770.6718,0.6642244
1,3,1,13,1529.8965,770.61707,0.21396396
1,3,1,14,0.0,0.0,0.0
1,3,1,15,1472.4388,655.09924,0.9511376
1,3,1,16,1487.9475,655.15265,0.9911669
1,3,1,17,1456.7344,660.4205,0.8357747
1,3,1,18,1493.5093,660.4614,0.72345376
1,3,1,19,0.0,0.0,0.0
1,3,1,20,0.0,0.0,0.0
1,3,1,21,0.0,0.0,0.0
1,3,1,22,0.0,0.0,0.0
1,3,1,23,0.0,0.0,0.0
1,3,1,24,0.0,0.0,0.0
1,3,2,0,0.0,0.0,0.0
1,3,2,1,0.0,0.0,0.0
1,3,2,2,0.0,0.0,0.0
1,3,2,3,0.0,0.0,0.0
1,3,2,4,0.0,0.0,0.0
1,3,2,5,1912.4373,943.342,0.6262137
1,3,2,6,1639.866,1163.2617,0.39517877
1,3,2,7,1404.264,1294.2856,0.10267741
1,3,2,8,0.0,0.0,0.0
1,3,2,9,0.0,0.0,0.0
1,3,2,10,0.0,0.0,0.0
1,3,2,11,0.0,0.0,0.0
1,3,2,12,0.0,0.0,0.0
1,3,2,13,0.0,0.0,0.0
1,3,2,14,0.0,0.0,0.0
1,3,2,15,0.0,0.0,0.0
1,3,2,16,0.0,0.0,0.0
1,3,2,17,0.0,0.0,0.0
1,3,2,18,1912.6056,765.18304,0.38999453
1,3,2,19,0.0,0.0,0.0
1,3,2,20,0.0,0.0,0.0
1,3,2,21,0.0,0.0,0.0
1,3,2,22,0.0,0.0,0.0
1,3,2,23,0.0,0.0,0.0
1,3,2,24,0.0,0.0,0.0
1,3,3,0,1823.0851,765.2684,0.9325455
1,3,3,1,1912.6254,958.96704,0.10709384
1,3,3,2,0.0,0.0,0.0
1,3,3,3,0.0,0.0,0.0
1,3,3,4,0.0,0.0,0.0
1,3,3,5,1912.4373,943.342,0.6262137
1,3,3,6,0.0,0.0,0.0
1,3,3,7,0.0,0.0,0.0
1,3,3,8,0.0,0.0,0.0
1,3,3,9,0.0,0.0,0.0
1,3,3,10,0.0,0.0,0.0
1,3,3,11,0.0,0.0,0.0
1,3,3,12,0.0,0.0,0.0
1,3,3,13,0.0,0.0,0.0
1,3,3,14,0.0,0.0,0.0
1,3,3,15,0.0,0.0,0.0
1,3,3,16,1849.4615,733.8832,0.9634915
1,3,3,17,0.0,0.0,0.0
1,3,3,18,1912.6056,765.18304,0.38999453
1,3,3,19,0.0,0.0,0.0
1,3,3,20,0.0,0.0,0.0
1,3,3,21,0.0,0.0,0.0
1,3,3,22,0.0,0.0,0.0
1,3,3,23,0.0,0.0,0.0
1,3,3,24,0.0,0.0,0.0
1,4,0,0,1137.1002,346.30804,0.6406673
1,4,0,1,1063.6515,367.30954,0.9055313
1,4,0,2,1090.047,367.06708,0.9154223
1,4,0,3,1116.2703,430.0811,0.84974927
1,4,0,4,1163.3088,498.22156,0.8812937
1,4,0,5,1032.348,367.24802,0.8504138
1,4,0,6,1069.0162,477.06778,0.23065221
1,4,0,7,1131.9249,503.28683,0.15760198
1,4,0,8,1011.2487,519.0741,0.87700856
1,4,0,9,1027.2585,519.06635,0.90408254
1,4,0,10,1074.2583,676.12555,0.92683566
1,4,0,11,1058.6039,828.11554,0.9110759
1,4,0,12,985.32825,519.0853,0.82974297
1,4,0,13,1037.6564,676.32587,0.9081358
1,4,0,14,1027.0315,817.5987,0.9371656
1,4,0,15,1137.0692,330.53122,0.624758
1,4,0,16,0.0,0.0,0.0
1,4,0,17,1116.0869,325.18637,0.8759231
1,4,0,18,0.0,0.0,0.0
1,4,0,19,1079.4,838.66156,0.2370433
1,4,0,20,1084.6884,843.6459,0.19998226
1,4,0,21,1011.32465,833.26434,0.72426975
1,4,0,22,1121.3206,854.25287,0.85561514
1,4,0,23,1100.3898,859.66614,0.85140383
1,4,0,24,1042.7637,848.8473,0.8484165
1,4,1,0,1482.6871,660.638,0.9428702
1,4,1,1,1477.6953,697.06244,0.95588535
1,4,1,2,1445.9916,697.1363,0.9744146
1,4,1,3,1446.0398,749.5963,0.94314104
1,4,1,4,1488.1342,759.98694,0.8748662
1,4,1,5,1508.9797,692.0541,0.8939918
1,4,1,6,1524.5311,754.5988,0.86628634
1,4,1,7,1493.1866,754.7842,0.5874717
1,4,1,8,1482.6871,775.7105,0.66764075
1,4,1,9,1456.6128,775.92206,0.6859842
1,4,1,10,1472.4014,780.83307,0.23966081
1,4,1,11,1482.7767,786.41034,0.06346431
1,4,1,12,1503.7065,775.6203,0.6592083
1,4,1,13,1524.8513,775.59406,0.22114356
1,4,1,14,0.0,0.0,0.0
1,4,1,15,1472.4712,655.1809,0.9416922
1,4,1,16,1487.9613,655.24194,0.9796142
1,4,1,17,1456.7705,660.5199,0.82214195
1,4,1,18,1493.5098,660.55524,0.69550395
1,4,1,19,0.0,0.0,0.0
1,4,1,20,0.0,0.0,0.0
1,4,1,21,0.0,0.0,0.0
1,4,1,22,0.0,0.0,0.0
1,4,1,23,0.0,0.0,0.0
1,4,1,24,0.0,0.0,0.0
1,4,2,0,1818.0988,770.34436,0.94407827
1,4,2,1,1912.626,959.0627,0.104074046
1,4,2,2,0.0,0.0,0.0
1,4,2,3,0.0,0.0,0.0
1,4,2,4,0.0,0.0,0.0
1,4,2,5,1912.4332,948.44476,0.6307989
1,4,2,6,1645.254,1152.8387,0.40450516
1,4,2,7,1430.4286,1294.198,0.09384809
1,4,2,8,0.0,0.0,0.0
1,4,2,9,0.0,0.0,0.0
1,4,2,10,0.0,0.0,0.0
1,4,2,11,0.0,0.0,0.0
1,4,2,12,0.0,0.0,0.0
1,4,2,13,0.0,0.0,0.0
1,4,2,14,0.0,0.0,0.0
1,4,2,15,0.0,0.0,0.0
1,4,2,16,1844.2731,738.8981,0.9352352
1,4,2,17,0.0,0.0,0.0
1,4,2,18,1912.602,770.36505,0.43223885
1,4,2,19,0.0,0.0,0.0
1,4,2,20,0.0,0.0,0.0
1,4,2,21,0.0,0.0,0.0
1,4,2,22,0.0,0.0,0.0
1,4,2,23,0.0,0.0,0.0
1,4,2,24,0.0,0.0,0.0
1,5,0,0,1137.126,398.40155,0.6342556
1,5,0,1,1063.9551,430.00018,0.91650635
1,5,0,2,1095.2517,435.07285,0.9461349
1,5,0,3,1105.752,513.7943,0.89250475
1,5,0,4,1147.6365,587.04504,0.9173086
1,5,0,5,1037.6641,429.79984,0.86700124
1,5,0,6,1048.0627,529.4707,0.29839134
1,5,0,7,1100.3502,576.5854,0.22012702
1,5,0,8,1011.2776,592.2922,0.8753792
1,5,0,9,1027.2437,592.3302,0.8996531
1,5,0,10,1079.3605,733.7984,0.938542
1,5,0,11,1063.9583,890.88043,0.92737895
1,5,0,12,985.36755,592.2803,0.85872895
1,5,0,13,1042.8207,733.84186,0.9169843
1,5,0,14,1026.9965,875.3458,0.91738147
1,5,0,15,1131.9875,387.929,0.6799508
1,5,0,16,0.0,0.0,0.0
1,5,0,17,1110.8887,387.9561,0.9074585
1,5,0,18,0.0,0.0,0.0
1,5,0,19,1069.063,896.12335,0.26474652
1,5,0,20,1058.5831,890.9139,0.20285438
1,5,0,21,1016.4541,891.0878,0.8265652
1,5,0,22,1116.0311,906.6483,0.8592279
1,5,0,23,1100.486,916.9985,0.85122323
1,5,0,24,1053.2628,901.4995,0.8875283
1,5,1,0,1482.6962,665.68665,0.9508069
1,5,1,1,1477.7119,697.1492,0.9625086
1,5,1,2,1445.9899,697.16327,0.9835073
1,5,1,3,1446.103,749.64435,0.94435424
1,5,1,4,1487.927,760.096,0.86060154
1,5,1,5,1508.9878,696.9909,0.8965066
1,5,1,6,1524.5627,754.7437,0.8956906
1,5,1,7,1493.1703,759.90515,0.65842265
1,5,1,8,1482.683,775.75433,0.7039234
1,5,1,9,1456.5663,780.7918,0.7240525
1,5,1,10,1472.2319,780.9798,0.26510364
1,5,1,11,1477.517,791.52655,0.06439882
1,5,1,12,1503.6984,775.6767,0.6937601
1,5,1,13,1529.8895,775.63666,0.27049702
1,5,1,14,0.0,0.0,0.0
1,5,1,15,1477.3708,655.30023,0.9462153
1,5,1,16,1487.9702,655.3962,0.98272777
1,5,1,17,1461.7245,660.6041,0.81708395
1,5,1,18,1493.515,665.5801,0.72990716
1,5,1,19,0.0,0.0,0.0
1,5,1,20,0.0,0.0,0.0
1,5,1,21,0.0,0.0,0.0
1,5,1,22,0.0,0.0,0.0
1,5,1,23,0.0,0.0,0.0
1,5,1,24,0.0,0.0,0.0
1,5,2,0,1818.0555,770.44354,0.94367266
1,5,2,1,1912.6476,948.5362,0.06576624
1,5,2,2,0.0,0.0,0.0
1,5,2,3,0.0,0.0,0.0
1,5,2,4,0.0,0.0,0.0
1,5,2,5,1912.4657,943.42584,0.6013881
1,5,2,6,1645.0973,1163.3448,0.3612824
1,5,2,7,1419.9774,1294.2666,0.07772375
1,5,2,8,0.0,0.0,0.0
1,5,2,9,0.0,0.0,0.0
1,5,2,10,0.0,0.0,0.0
1,5,2,11,0.0,0.0,0.0
1,5,2,12,0.0,0.0,0.0
1,5,2,13,0.0,0.0,0.0
1,5,2,14,0.0,0.0,0.0
1,5,2,15,0.0,0.0,0.0
1,5,2,16,1844.2498,739.0517,0.9269058
1,5,2,17,0.0,0.0,0.0
1,5,2,18,1912.6062,770.4673,0.3726506
1,5,2,19,0.0,0.0,0.0
1,5,2,20,0.0,0.0,0.0
1,5,2,21,0.0,0.0,0.0
1,5,2,22,0.0,0.0,0.0
1,5,2,23,0.0,0.0,0.0
1,5,2,24,0.0,0.0,0.0
1,6,0,0,1142.2296,466.562,0.46390072
1,6,0,1,1063.8652,492.8211,0.9601217
1,6,0,2,1100.3472,497.98715,0.935876
1,6,0,3,1100.595,587.1241,0.931466
1,6,0,4,1137.071,676.0123,0.931675
1,6,0,5,1032.2167,487.5326,0.9340952
1,6,0,6,1006.10205,587.15015,0.6476595
1,6,0,7,1053.2367,623.87305,0.64875376
1,6,0,8,1011.42004,660.3798,0.884837
1,6,0,9,1032.3533,660.3571,0.89878136
1,6,0,10,1079.6732,801.81287,0.9020242
1,6,0,11,1068.9052,938.15045,0.92500544
1,6,0,12,990.34314,660.44324,0.87555134
1,6,0,13,1048.0392,801.8878,0.91984785
1,6,0,14,1026.9445,938.16534,0.9369201
1,6,0,15,1142.2941,445.8956,0.5498169
1,6,0,16,0.0,0.0,0.0
1,6,0,17,1121.3782,445.84283,0.87891734
1,6,0,18,1063.9595,430.1253,0.133252
1,6,0,19,1053.4347,953.86743,0.2818453
1,6,0,20,1042.7642,953.68744,0.23027708
1,6,0,21,1011.4859,948.75,0.81364614
1,6,0,22,1111.0913,953.9367,0.715437
1,6,0,23,1105.5558,964.3522,0.73343587
1,6,0,24,1053.283,948.6859,0.8262774
1,6,1,0,1482.6265,665.7635,0.94766635
1,6,1,1,1477.6996,697.1279,0.96255684
1,6,1,2,1445.985,697.1375,0.9809906
1,6,1,3,1446.2517,749.65643,0.94932956
1,6,1,4,1493.2719,765.02155,0.8724531
1,6,1,5,1508.969,696.98584,0.8987031
1,6,1,6,1524.5724,754.7161,0.8845495
1,6,1,7,1493.3495,759.82245,0.6030644
1,6,1,8,1482.7249,775.72266,0.67110837
1,6,1,9,1456.6614,775.9085,0.6961178
1,6,1,10,1482.7009,780.9129,0.21975315
1,6,1,11,1487.9366,786.1631,0.057632625
1,6,1,12,1503.7256,775.63043,0.658134
1,6,1,13,1529.8612,775.57263,0.2006036
1,6,1,14,0.0,0.0,0.0
